ID,total_incurred_loss,risk_type,currency
11119,9.03,B,USD
11120,54.04,B,NOK
11121,8.68,B,USD
11122,5.86,B,USD
11123,5.26,B,USD
11124,92.87,B,NOK
11125,11.03,B,USD
11126,4.05,B,USD
11127,45.08,B,CNY
11128,14.71,B,USD
11129,93.97,B,NOK
11130,66.96,B,NOK
11131,101.92,B,CNY
11132,6.7,B,USD
11133,9.87,B,USD
11134,87.21,B,CNY
11135,17.01,B,USD
11136,7.4,B,USD
11137,109.72,B,NOK
11138,82.64,B,NOK
11139,13.18,B,USD
11140,72.19,B,NOK
11141,21.83,B,USD
11142,64.57,B,CNY
11143,58.2,B,CNY
11144,27.06,B,CNY
11145,8.98,B,USD
11146,62.61,B,CNY
11147,43.38,B,CNY
11148,58.58,B,NOK
11149,112.04,B,NOK
11150,80.49,B,CNY
11151,102.62,B,NOK
11152,48.38,B,CNY
11153,4.96,B,USD
11154,65.61,B,CNY
11155,6.33,B,USD
11156,5.59,B,USD
11157,7.24,B,USD
11158,108.88,B,NOK
11159,44.45,B,CNY
11160,143.63,B,NOK
11161,14.16,B,USD
11162,7.89,B,USD
11163,65.42,B,NOK
11164,9.04,B,USD
11165,87.36,B,NOK
11166,8.52,B,USD
11167,117.99,B,NOK
11168,16.14,B,USD
11169,141.44,B,CNY
11170,54.25,B,NOK
11171,52.95,B,CNY
11172,39.54,B,CNY
11173,6.08,B,USD
11174,6.41,B,USD
11175,80.72,B,CNY
11176,105.52,B,NOK
11177,76.79,B,NOK
11178,10.45,B,USD
11179,9.96,B,USD
11180,5.32,B,USD
11181,7.84,B,USD
11182,5.05,B,USD
11183,65.22,B,NOK
11184,5.94,B,USD
11185,129.84,B,CNY
11186,81.51,B,CNY
11187,4.41,B,USD
11188,48.88,B,CNY
11189,7.19,B,USD
11190,68.59,B,CNY
11191,8.95,B,USD
11192,7.16,B,USD
11193,5.26,B,USD
11194,61.05,B,NOK
11195,64.05,B,CNY
11196,109.67,B,NOK
11197,44.05,B,NOK
11198,18.7,B,USD
11199,52.1,B,CNY
11200,6.55,B,USD
11201,61.4,B,CNY
11202,86.51,B,CNY
11203,10.37,B,USD
11204,59.18,B,CNY
11205,94.2,B,NOK
11206,10.64,B,USD
11207,9.31,B,USD
11208,29.6,B,CNY
11209,108.36,B,NOK
11210,119.97,B,NOK
11211,6.96,B,USD
11212,87.28,B,NOK
11213,5.73,B,USD
11214,105.98,B,NOK
11215,8.34,B,USD
11216,5.9,B,USD
11217,73.53,B,CNY
11218,6.75,B,USD
11219,62.24,B,NOK
11220,10.52,B,USD
11221,85.55,B,CNY
11222,6.05,B,USD
11223,62.51,B,NOK
11224,122.31,B,CNY
11225,61.83,B,CNY
11226,9.04,B,USD
11227,7.78,B,USD
11228,21.61,B,USD
11229,44.77,B,CNY
11230,26.43,B,CNY
11231,7.38,B,USD
11232,88.37,B,CNY
11233,43.25,B,CNY
11234,101.72,B,NOK
11235,58.65,B,NOK
11236,7.58,B,USD
11237,7.85,B,USD
11238,73.23,B,CNY
11239,55.18,B,CNY
11240,48.72,B,CNY
11241,11.64,B,USD
11242,60.66,B,NOK
11243,120.34,B,CNY
11244,11.04,B,USD
11245,6.37,B,USD
11246,20.61,B,CNY
11247,115.04,B,NOK
11248,59.32,B,NOK
11249,14.13,B,USD
11250,10.08,B,USD
11251,114.62,B,NOK
11252,51.49,B,NOK
11253,7.88,B,USD
11254,62.42,B,NOK
11255,2.94,B,USD
11256,75.83,B,NOK
11257,5.36,B,USD
11258,4.25,B,USD
11259,55.02,B,CNY
11260,14.02,B,USD
11261,93.48,B,CNY
11262,65.34,B,NOK
11263,105.26,B,NOK
11264,8.57,B,USD
11265,115.05,B,CNY
11266,85.61,B,NOK
11267,13.35,B,USD
11268,5.02,B,USD
11269,7.27,B,USD
11270,12.61,B,USD
11271,58.24,B,NOK
11272,85.62,B,NOK
11273,83.91,B,NOK
11274,84.54,B,CNY
11275,78.57,B,NOK
11276,8.47,B,USD
11277,9.22,B,USD
11278,71.63,B,NOK
11279,37.1,B,CNY
11280,20.12,B,USD
11281,9.27,B,USD
11282,13.18,B,USD
11283,7.47,B,USD
11284,9.26,B,USD
11285,86.42,B,NOK
11286,15.52,B,USD
11287,10.02,B,USD
11288,15.34,B,USD
11289,50.85,B,NOK
11290,10.96,B,USD
11291,6.77,B,USD
11292,53.39,B,CNY
11293,45.71,B,NOK
11294,38.03,B,CNY
11295,59.28,B,CNY
11296,128.91,B,NOK
11297,6.69,B,USD
11298,12.49,B,USD
11299,11.99,B,USD
11300,10.24,B,USD
11301,15.46,B,USD
11302,74.55,B,NOK
11303,11.36,B,USD
11304,3.25,B,USD
11305,72.77,B,CNY
11306,10.12,B,USD
11307,10.92,B,USD
11308,9.23,B,USD
11309,8.13,B,USD
11310,14.66,B,USD
11311,10.52,B,USD
11312,5.45,B,USD
11313,5.94,B,USD
11314,124.9,B,NOK
11315,4.24,B,USD
11316,8.09,B,USD
11317,84.78,B,CNY
11318,7.45,B,USD
11319,4.93,B,USD
11320,46.12,B,CNY
11321,6.6,B,USD
11322,83.17,B,CNY
11323,91.8,B,NOK
11324,61.76,B,CNY
11325,9.72,B,USD
11326,7.33,B,USD
11327,10.52,B,USD
11328,45.43,B,CNY
11329,5.08,B,USD
11330,7.1,B,USD
11331,104.83,B,NOK
11332,6.51,B,USD
11333,7.61,B,USD
11334,122.16,B,CNY
11335,4.85,B,USD
11336,7.48,B,USD
11337,7.16,B,USD
11338,9.83,B,USD
11339,123.19,B,NOK
11340,95.74,B,NOK
11341,8.9,B,USD
11342,4.14,B,USD
11343,56.28,B,CNY
11344,45.82,B,CNY
11345,14.88,B,USD
11346,51.11,B,NOK
11347,58.58,B,NOK
11348,79.56,B,NOK
11349,69.39,B,CNY
11350,51.96,B,CNY
11351,8.66,B,USD
11352,7.04,B,USD
11353,11.63,B,USD
11354,6.06,B,USD
11355,9.25,B,USD
11356,58.6,B,CNY
11357,75.69,B,CNY
11358,80.17,B,NOK
11359,50.09,B,CNY
11360,76.1,B,NOK
11361,72.07,B,NOK
11362,6.33,B,USD
11363,71.41,B,CNY
11364,9.18,B,USD
11365,5.2,B,USD
11366,4.42,B,USD
11367,15.07,B,USD
11368,9.63,B,USD
11369,64.49,B,NOK
11370,6.93,B,USD
11371,19.96,B,CNY
11372,6.34,B,USD
11373,51.87,B,CNY
11374,74.4,B,NOK
11375,57.94,B,CNY
11376,8.03,B,USD
11377,49.74,B,CNY
11378,109.86,B,NOK
11379,5.65,B,USD
11380,76.92,B,CNY
11381,76.17,B,NOK
11382,6.37,B,USD
11383,11.62,B,USD
11384,41.15,B,CNY
11385,19.14,B,USD
11386,32.02,B,CNY
11387,7.37,B,USD
11388,69.99,B,CNY
11389,99.98,B,NOK
11390,47.48,B,NOK
11391,55.35,B,CNY
11392,6.7,B,USD
11393,15.93,B,USD
11394,51.76,B,NOK
11395,57.14,B,NOK
11396,6.54,B,USD
11397,52.92,B,NOK
11398,149.72,B,NOK
11399,129.8,B,CNY
11400,4.99,B,USD
11401,89.96,B,CNY
11402,4.92,B,USD
11403,164.87,B,NOK
11404,83.54,B,NOK
11405,99.03,B,NOK
11406,8.07,B,USD
11407,76.63,B,CNY
11408,35.44,B,CNY
11409,29.21,B,CNY
11410,96.28,B,NOK
11411,16.93,B,USD
11412,83.57,B,NOK
11413,4.57,B,USD
11414,31.62,B,CNY
11415,6.47,B,USD
11416,63.15,B,NOK
11417,7.66,B,USD
11418,7.43,B,USD
11419,87.63,B,NOK
11420,93.02,B,NOK
11421,55.58,B,CNY
11422,61.83,B,CNY
11423,13.47,B,USD
11424,10.52,B,USD
11425,10.29,B,USD
11426,80.86,B,NOK
11427,13.73,B,USD
11428,7.48,B,USD
11429,7.31,B,USD
11430,6.53,B,USD
11431,10.19,B,USD
11432,69.49,B,CNY
11433,11.27,B,USD
11434,65.94,B,NOK
11435,51.27,B,NOK
11436,14.01,B,USD
11437,81.74,B,NOK
11438,13.1,B,USD
11439,15.91,B,USD
11440,10.18,B,USD
11441,54.37,B,CNY
11442,8.42,B,USD
11443,208.47,B,NOK
11444,16.59,B,USD
11445,74.07,B,CNY
11446,72.91,B,NOK
11447,45.03,B,CNY
11448,83.67,B,NOK
11449,25.39,B,NOK
11450,6.76,B,USD
11451,9.15,B,USD
11452,9.2,B,USD
11453,11.61,B,USD
11454,53.01,B,NOK
11455,12.28,B,USD
11456,109.35,B,NOK
11457,54.86,B,CNY
11458,6.33,B,USD
11459,106.11,B,NOK
11460,102.31,B,CNY
11461,7.97,B,USD
11462,80.01,B,NOK
11463,31.67,B,CNY
11464,85.64,B,NOK
11465,140.95,B,NOK
11466,60.98,B,NOK
11467,48.75,B,CNY
11468,6.03,B,USD
11469,9.68,B,USD
11470,3.89,B,USD
11471,219.97,B,NOK
11472,73.06,B,NOK
11473,7.6,B,USD
11474,6.57,B,USD
11475,19.42,B,USD
11476,48.18,B,CNY
11477,15.17,B,USD
11478,12.76,B,USD
11479,63.12,B,CNY
11480,82.78,B,CNY
11481,5.02,B,USD
11482,40.75,B,CNY
11483,17.65,B,USD
11484,58.96,B,CNY
11485,19.08,B,USD
11486,10.3,B,USD
11487,13.51,B,USD
11488,8.29,B,USD
11489,100.17,B,CNY
11490,48.77,B,NOK
11491,64.07,B,CNY
11492,69.2,B,NOK
11493,17.57,B,USD
11494,9.34,B,USD
11495,5.5,B,USD
11496,6.96,B,USD
11497,85.09,B,CNY
11498,4.87,B,USD
11499,9.45,B,USD
11500,16.95,B,USD
11501,125.11,B,CNY
11502,6.63,B,USD
11503,75.14,B,CNY
11504,9.6,B,USD
11505,50.39,B,NOK
11506,3.99,B,USD
11507,44.63,B,CNY
11508,124.89,B,NOK
11509,9.55,B,USD
11510,10.37,B,USD
11511,7.44,B,USD
11512,89.3,B,NOK
11513,13.34,B,USD
11514,45.31,B,NOK
11515,4.81,B,USD
11516,8.52,B,USD
11517,11.18,B,USD
11518,52.48,B,NOK
11519,65.69,B,CNY
11520,11.77,B,USD
11521,5.55,B,USD
11522,8.6,B,USD
11523,60.79,B,NOK
11524,8.92,B,USD
11525,4.44,B,USD
11526,16.43,B,USD
11527,11.5,B,USD
11528,8.99,B,USD
11529,40.69,B,CNY
11530,8.77,B,USD
11531,61.73,B,CNY
11532,49.3,B,CNY
11533,19.52,B,USD
11534,12.43,B,USD
11535,60.43,B,NOK
11536,5.48,B,USD
11537,105.02,B,NOK
11538,46.42,B,NOK
11539,61.08,B,NOK
11540,17.05,B,USD
11541,14.49,B,USD
11542,13.83,B,USD
11543,4.7,B,USD
11544,25.65,B,NOK
11545,107.33,B,NOK
11546,9.77,B,USD
11547,9.88,B,USD
11548,84.59,B,CNY
11549,19.07,B,USD
11550,9.66,B,USD
11551,6.84,B,USD
11552,116.5,B,NOK
11553,43.31,B,CNY
11554,8.32,B,USD
11555,85.81,B,NOK
11556,84.7,B,CNY
11557,7.98,B,USD
11558,12.72,B,USD
11559,158.02,B,NOK
11560,10.41,B,USD
11561,7.85,B,USD
11562,43.33,B,CNY
11563,10.82,B,USD
11564,7.07,B,USD
11565,9.64,B,USD
11566,84.11,B,CNY
11567,44.99,B,CNY
11568,11.52,B,USD
11569,113.64,B,CNY
11570,112.66,B,NOK
11571,8.96,B,USD
11572,29.87,B,CNY
11573,16.4,B,USD
11574,11.4,B,USD
11575,9.93,B,USD
11576,92.53,B,CNY
11577,11.32,B,USD
11578,12.84,B,USD
11579,40.4,B,CNY
11580,34.82,B,CNY
11581,56.41,B,NOK
11582,79.16,B,CNY
11583,51.17,B,CNY
11584,49.54,B,CNY
11585,89.59,B,CNY
11586,27.47,B,NOK
11587,9.75,B,USD
11588,68.92,B,CNY
11589,40.83,B,NOK
11590,10.48,B,USD
11591,45.61,B,CNY
11592,10.18,B,USD
11593,74.15,B,CNY
11594,4.87,B,USD
11595,10.46,B,USD
11596,14.98,B,USD
11597,91.65,B,CNY
11598,11.79,B,USD
11599,59.04,B,NOK
11600,4.59,B,USD
11601,4.45,B,USD
11602,8.24,B,USD
11603,67.51,B,NOK
11604,82.64,B,NOK
11605,4.46,B,USD
11606,65.47,B,NOK
11607,9.59,B,USD
11608,6.21,B,USD
11609,17.2,B,USD
11610,4.6,B,USD
11611,13.93,B,USD
11612,59.79,B,NOK
11613,68.99,B,NOK
11614,76.18,B,NOK
11615,9.73,B,USD
11616,97.57,B,NOK
11617,5.53,B,USD
11618,16.78,B,USD
11619,26.56,B,NOK
11620,68.76,B,CNY
11621,101.26,B,NOK
11622,12.54,B,USD
11623,8.43,B,USD
11624,8.81,B,USD
11625,96.43,B,NOK
11626,127.9,B,NOK
11627,4.83,B,USD
11628,121.15,B,CNY
11629,6.68,B,USD
11630,6.74,B,USD
11631,99.33,B,CNY
11632,11.8,B,USD
11633,58.39,B,CNY
11634,12.42,B,USD
11635,68.03,B,CNY
11636,64.58,B,NOK
11637,78.78,B,CNY
11638,7.96,B,USD
11639,83.46,B,NOK
11640,11.69,B,USD
11641,6.66,B,USD
11642,8.77,B,USD
11643,32.06,B,CNY
11644,5.76,B,USD
11645,122.89,B,CNY
11646,90.58,B,CNY
11647,53.41,B,NOK
11648,14.48,B,USD
11649,8.07,B,USD
11650,15.91,B,USD
11651,81.81,B,NOK
11652,82.39,B,NOK
11653,90.25,B,CNY
11654,159.7,B,NOK
11655,5.76,B,USD
11656,138.17,B,NOK
11657,14.32,B,USD
11658,3.71,B,USD
11659,10.59,B,USD
11660,9,B,USD
11661,46.7,B,NOK
11662,11.33,B,USD
11663,11.2,B,USD
11664,24.15,B,USD
11665,7.74,B,USD
11666,16.77,B,USD
11667,18.6,B,USD
11668,59.55,B,NOK
11669,29.33,B,CNY
11670,8.87,B,USD
11671,5.71,B,USD
11672,18.68,B,USD
11673,20.09,B,USD
11674,78.44,B,NOK
11675,60.4,B,NOK
11676,10.11,B,USD
11677,8.05,B,USD
11678,45.56,B,CNY
11679,9.08,B,USD
11680,14.36,B,USD
11681,9.33,B,EUR
11682,2.96,B,EUR
11683,54.3,B,CNY
11684,12.3,B,USD
11685,16.19,B,USD
11686,9.77,B,USD
11687,12.46,B,USD
11688,68.55,B,CNY
11689,5.29,B,USD
11690,10.57,B,USD
11691,7.32,B,EUR
11692,10.45,B,USD
11693,5.13,B,USD
11694,15.59,B,USD
11695,58.3,B,CNY
11696,66.53,B,CNY
11697,8.07,B,USD
11698,9.83,B,USD
11699,47.89,B,CNY
11700,68.72,B,CNY
11701,70.5,B,CNY
11702,33.96,B,CNY
11703,5.59,B,EUR
11704,59.29,B,CNY
11705,6.66,B,USD
11706,8.18,B,EUR
11707,4.65,B,EUR
11708,8.29,B,USD
11709,8.5,B,USD
11710,7.42,B,EUR
11711,78.32,B,CNY
11712,69.56,B,CNY
11713,10.25,B,USD
11714,4.47,B,EUR
11715,3.65,B,USD
11716,11.95,B,USD
11717,10.43,B,EUR
11718,122.28,B,CNY
11719,11.47,B,USD
11720,15.38,B,EUR
11721,26.79,B,CNY
11722,102.98,B,CNY
11723,9.77,B,EUR
11724,112.72,B,CNY
11725,6.22,B,USD
11726,14.07,B,EUR
11727,80.88,B,CNY
11728,10.88,B,EUR
11729,65.97,B,CNY
11730,7.87,B,USD
11731,9.95,B,EUR
11732,4.99,B,USD
11733,9.79,B,USD
11734,14.87,B,USD
11735,14.72,B,USD
11736,8.31,B,USD
11737,10.24,B,EUR
11738,5.95,B,EUR
11739,8.42,B,EUR
11740,5.4,B,USD
11741,6.74,B,EUR
11742,95.83,B,CNY
11743,59.93,B,CNY
11744,24.55,B,USD
11745,12.29,B,USD
11746,6.86,B,USD
11747,67.8,B,CNY
11748,13.36,B,USD
11749,4.36,B,EUR
11750,10.98,B,USD
11751,98.95,B,CNY
11752,90.98,B,CNY
11753,9.77,B,USD
11754,12.55,B,USD
11755,4.84,B,USD
11756,16.01,B,EUR
11757,8.96,B,USD
11758,10.12,B,EUR
11759,89.4,B,CNY
11760,5.21,B,EUR
11761,10.06,B,USD
11762,12.69,B,EUR
11763,5.17,B,USD
11764,11.65,B,USD
11765,63.8,B,CNY
11766,11.54,B,USD
11767,11.9,B,EUR
11768,38.37,B,USD
11769,8.37,B,USD
11770,13.24,B,USD
11771,92.1,B,CNY
11772,6.3,B,EUR
11773,5.65,B,USD
11774,63.52,B,CNY
11775,6.11,B,EUR
11776,10.61,B,USD
11777,31.74,B,CNY
11778,9.16,B,USD
11779,13.17,B,USD
11780,5.64,B,USD
11781,8.01,B,USD
11782,37.67,B,CNY
11783,12.32,B,USD
11784,44.79,B,CNY
11785,57.68,B,CNY
11786,11.13,B,EUR
11787,10.17,B,EUR
11788,14.22,B,USD
11789,20.27,B,EUR
11790,4.36,B,USD
11791,7.6,B,USD
11792,12.33,B,USD
11793,82.42,B,CNY
11794,11.44,B,USD
11795,10,B,USD
11796,6.91,B,EUR
11797,7.58,B,EUR
11798,66.84,B,CNY
11799,50.19,B,CNY
11800,7.27,B,EUR
11801,16.14,B,USD
11802,11.13,B,USD
11803,10.5,B,USD
11804,26.7,B,CNY
11805,11.07,B,EUR
11806,9.12,B,USD
11807,6.67,B,EUR
11808,7.16,B,USD
11809,50.77,B,CNY
11810,8.57,B,EUR
11811,15.06,B,USD
11812,11.53,B,USD
11813,5.69,B,EUR
11814,15.44,B,USD
11815,4.06,B,USD
11816,15.94,B,USD
11817,6.51,B,EUR
11818,7.35,B,USD
11819,58.68,B,CNY
11820,8.92,B,USD
11821,5.59,B,EUR
11822,26.57,B,USD
11823,9.75,B,USD
11824,22.24,B,USD
11825,6.57,B,USD
11826,12.28,B,USD
11827,18.53,B,USD
11828,8.67,B,EUR
11829,12.3,B,USD
11830,6.37,B,EUR
11831,10.19,B,USD
11832,6.78,B,USD
11833,71.4,B,CNY
11834,5.75,B,EUR
11835,11.56,B,EUR
11836,5.79,B,USD
11837,10.25,B,USD
11838,6.59,B,EUR
11839,5.83,B,USD
11840,39.07,B,CNY
11841,16.61,B,USD
11842,94.11,B,CNY
11843,14.06,B,EUR
11844,39.95,B,CNY
11845,12.4,B,EUR
11846,7.33,B,EUR
11847,10.62,B,EUR
11848,8.73,B,EUR
11849,15.95,B,USD
11850,45.65,B,CNY
11851,6.44,B,EUR
11852,5.98,B,EUR
11853,6.44,B,USD
11854,5.15,B,USD
11855,99.87,B,CNY
11856,8.7,B,EUR
11857,9.59,B,USD
11858,19.7,B,USD
11859,13.71,B,EUR
11860,19.06,B,USD
11861,9.29,B,USD
11862,9.4,B,EUR
11863,7.23,B,EUR
11864,3.56,B,USD
11865,55.33,B,CNY
11866,5.51,B,USD
11867,5.77,B,EUR
11868,21.88,B,CNY
11869,98.73,B,CNY
11870,56.01,B,CNY
11871,10.28,B,USD
11872,83.95,B,CNY
11873,39.71,B,CNY
11874,58.07,B,CNY
11875,82.84,B,CNY
11876,9.7,B,USD
11877,6.81,B,USD
11878,13.72,B,USD
11879,4.76,B,USD
11880,37.7,B,CNY
11881,7.38,B,EUR
11882,7.23,B,EUR
11883,10.79,B,USD
11884,8.9,B,USD
11885,8.12,B,EUR
11886,6.59,B,EUR
11887,9.82,B,USD
11888,13.92,B,EUR
11889,11.32,B,USD
11890,9.24,B,EUR
11891,10.91,B,USD
11892,10.07,B,USD
11893,11.42,B,EUR
11894,66.63,B,CNY
11895,4.38,B,USD
11896,14.09,B,EUR
11897,9.24,B,USD
11898,6.61,B,EUR
11899,7.16,B,USD
11900,7.13,B,USD
11901,73.19,B,CNY
11902,11.74,B,USD
11903,6.45,B,USD
11904,15.53,B,USD
11905,7.89,B,USD
11906,30.24,B,CNY
11907,9.94,B,USD
11908,9.59,B,USD
11909,37.72,B,CNY
11910,6.94,B,USD
11911,15.82,B,EUR
11912,4.98,B,USD
11913,10.98,B,USD
11914,5.5,B,EUR
11915,8.65,B,USD
11916,4.7,B,USD
11917,4.69,B,USD
11918,11.38,B,USD
11919,10.25,B,USD
11920,9.73,B,USD
11921,61.93,B,CNY
11922,138.69,B,CNY
11923,6.62,B,USD
11924,55.08,B,CNY
11925,23.21,B,USD
11926,49.05,B,CNY
11927,10.96,B,USD
11928,8.98,B,USD
11929,6.12,B,EUR
11930,73.74,B,CNY
11931,9.07,B,USD
11932,43.12,B,CNY
11933,12.85,B,USD
11934,5.17,B,EUR
11935,10.44,B,USD
11936,48.15,B,CNY
11937,8.65,B,USD
11938,75.09,B,CNY
11939,10.55,B,USD
11940,13.27,B,USD
11941,9.16,B,USD
11942,3.98,B,EUR
11943,10.23,B,USD
11944,6.53,B,EUR
11945,49.48,B,CNY
11946,120.73,B,CNY
11947,6.93,B,USD
11948,7.82,B,USD
11949,68.46,B,CNY
11950,87.82,B,CNY
11951,10.35,B,USD
11952,14.36,B,EUR
11953,36.6,B,CNY
11954,7.87,B,USD
11955,7.35,B,EUR
11956,10.72,B,USD
11957,19.42,B,USD
11958,56.17,B,CNY
11959,61.86,B,CNY
11960,7.85,B,EUR
11961,6.92,B,USD
11962,47.3,B,CNY
11963,13.9,B,USD
11964,5.8,B,USD
11965,78.64,B,CNY
11966,6.75,B,EUR
11967,98.64,B,CNY
11968,61.52,B,CNY
11969,72.68,B,CNY
11970,59.34,B,CNY
11971,13.36,B,USD
11972,6.66,B,USD
11973,9.7,B,USD
11974,9.79,B,USD
11975,94.75,B,CNY
11976,64.49,B,CNY
11977,52.48,B,CNY
11978,18.96,B,USD
11979,3.43,B,EUR
11980,7.82,B,USD
11981,11.11,B,USD
11982,63.82,B,CNY
11983,16.98,B,EUR
11984,47.97,B,CNY
11985,37.93,B,CNY
11986,8.55,B,USD
11987,8.69,B,EUR
11988,8.92,B,EUR
11989,5.66,B,EUR
11990,34.61,B,CNY
11991,19.45,B,CNY
11992,17.71,B,USD
11993,49.19,B,CNY
11994,8.33,B,USD
11995,4.64,B,USD
11996,9.16,B,USD
11997,7.75,B,USD
11998,8.37,B,USD
11999,12.93,B,EUR
12000,7.79,B,EUR
12001,122.1,B,CNY
12002,7.98,B,USD
12003,57.16,B,CNY
12004,90.71,B,CNY
12005,42.07,B,CNY
12006,32.56,B,CNY
12007,7.82,B,USD
12008,3.78,B,EUR
12009,9.88,B,USD
12010,7.72,B,USD
12011,61.48,B,CNY
12012,7.56,B,USD
12013,94.77,B,CNY
12014,12.85,B,USD
12015,18.7,B,EUR
12016,32.45,B,CNY
12017,7.48,B,EUR
12018,12.97,B,USD
12019,86.94,B,CNY
12020,6.13,B,USD
12021,14.44,B,USD
12022,42,B,CNY
12023,65.39,B,CNY
12024,16.63,B,EUR
12025,10,B,USD
12026,26.62,B,CNY
12027,28.45,B,CNY
12028,7.16,B,USD
12029,2.65,B,USD
12030,93.04,B,CNY
12031,7.55,B,USD
12032,52.36,B,CNY
12033,10.7,B,EUR
12034,5.75,B,EUR
12035,6.03,B,EUR
12036,4.13,B,USD
12037,7.35,B,EUR
12038,14.84,B,USD
12039,6.29,B,USD
12040,14.48,B,USD
12041,15.12,B,USD
12042,6.18,B,USD
12043,57.33,B,CNY
12044,10.14,B,USD
12045,5.88,B,EUR
12046,13.32,B,USD
12047,8.1,B,EUR
12048,5.26,B,EUR
12049,5.95,B,USD
12050,9.83,B,USD
12051,83.98,B,CNY
12052,11.64,B,USD
12053,58.77,B,CNY
12054,6.84,B,USD
12055,8.56,B,USD
12056,10.66,B,USD
12057,10.47,B,USD
12058,121.64,B,CNY
12059,6.7,B,USD
12060,62.58,B,CNY
12061,5.1,B,USD
12062,124.59,B,CNY
12063,11.1,B,USD
12064,18.14,B,USD
12065,58.86,B,CNY
12066,9.74,B,USD
12067,7.82,B,USD
12068,74.82,B,CNY
12069,9.96,B,EUR
12070,37.49,B,CNY
12071,116.64,B,CNY
12072,8.31,B,EUR
12073,8.13,B,USD
12074,62.73,B,CNY
12075,16.34,B,USD
12076,115.6,B,CNY
12077,42.54,B,CNY
12078,84.61,B,CNY
12079,49.17,B,CNY
12080,37.32,B,CNY
12081,63.85,B,CNY
12082,9.35,B,EUR
12083,5.35,B,EUR
12084,6,B,USD
12085,9.4,B,USD
12086,17.88,B,USD
12087,7.78,B,USD
12088,13.05,B,USD
12089,12.46,B,USD
12090,19.08,B,USD
12091,5.56,B,EUR
12092,11.14,B,USD
12093,17.28,B,EUR
12094,8.31,B,USD
12095,11.3,B,USD
12096,5.11,B,USD
12097,70.26,B,CNY
12098,12,B,USD
12099,12.14,B,USD
12100,5.22,B,USD
12101,9.69,B,USD
12102,33.66,B,CNY
12103,5.93,B,USD
12104,5.25,B,USD
12105,35.49,B,CNY
12106,13.6,B,EUR
12107,64.02,B,CNY
12108,10.54,B,USD
12109,9.6,B,USD
12110,8.83,B,USD
12111,8.85,B,USD
12112,6.65,B,USD
12113,10.54,B,USD
12114,10.44,B,USD
12115,3.23,B,EUR
12116,6.73,B,EUR
12117,93.75,B,CNY
12118,7.14,B,USD
12119,5.2,B,USD
12120,4.42,B,EUR
12121,13.98,B,USD
12122,46.52,B,CNY
12123,69.29,B,CNY
12124,8.09,B,EUR
12125,18.54,B,USD
12126,7.48,B,USD
12127,47.6,B,CNY
12128,31.17,B,CNY
12129,5.62,B,USD
12130,142.36,B,CNY
12131,60.61,B,CNY
12132,7.77,B,USD
12133,5.12,B,USD
12134,7.97,B,EUR
12135,19.32,B,EUR
12136,8.91,B,USD
12137,8.5,B,USD
12138,57.02,B,CNY
12139,124.93,B,CNY
12140,10.37,B,USD
12141,28.94,B,CNY
12142,12.15,B,EUR
12143,7.83,B,EUR
12144,17.5,B,USD
12145,111.44,B,CNY
12146,82.21,B,CNY
12147,52.3,B,CNY
12148,64.3,B,CNY
12149,9.87,B,USD
12150,53.95,B,CNY
12151,9.99,B,USD
12152,7.66,B,EUR
12153,9.76,B,EUR
12154,6.45,B,USD
12155,32.7,B,CNY
12156,66.63,B,CNY
12157,6.63,B,USD
12158,11.91,B,USD
12159,26.2,B,USD
12160,35.13,B,CNY
12161,10.19,B,USD
12162,105.07,B,CNY
12163,5.11,B,EUR
12164,11.37,B,EUR
12165,6.96,B,EUR
12166,10.02,B,USD
12167,7.79,B,USD
12168,8.71,B,USD
12169,9.95,B,USD
12170,14.92,B,USD
12171,93.21,B,CNY
12172,11.04,B,USD
12173,10.44,B,EUR
12174,5.54,B,EUR
12175,30.3,B,CNY
12176,10.42,B,USD
12177,6.79,B,EUR
12178,14.04,B,EUR
12179,6.37,B,EUR
12180,7.38,B,EUR
12181,14.05,B,USD
12182,9.98,B,USD
12183,7.69,B,EUR
12184,14.22,B,USD
12185,7.33,B,EUR
12186,10.31,B,USD
12187,10.16,B,USD
12188,5.26,B,EUR
12189,9.32,B,USD
12190,12.18,B,USD
12191,51.9,B,CNY
12192,10.16,B,USD
12193,9.84,B,USD
12194,7.13,B,USD
12195,10.74,B,USD
12196,71.31,B,CNY
12197,9.46,B,EUR
12198,8.23,B,EUR
12199,5.67,B,EUR
12200,5.06,B,USD
12201,8.24,B,USD
12202,7.78,B,USD
12203,9.28,B,USD
12204,11.43,B,EUR
12205,10.46,B,USD
12206,41.43,B,CNY
12207,9.73,B,USD
12208,8.81,B,USD
12209,13.56,B,USD
12210,27.97,B,CNY
12211,116.96,B,CNY
12212,16.1,B,EUR
12213,11.26,B,EUR
12214,8.96,B,USD
12215,10.32,B,USD
12216,7.15,B,USD
12217,68.75,B,CNY
12218,4.91,B,EUR
12219,15.2,B,USD
12220,49.68,B,CNY
12221,5.54,B,USD
12222,14.06,B,EUR
12223,11.61,B,USD
12224,58.49,B,CNY
12225,9.18,B,USD
12226,9.46,B,USD
12227,11.92,B,USD
12228,10.7,B,USD
12229,7.39,B,USD
12230,60.92,B,CNY
12231,15.65,B,USD
12232,10.22,B,USD
12233,6.64,B,EUR
12234,7.45,B,USD
12235,6.01,B,USD
12236,7.34,B,EUR
12237,5.94,B,USD
