ID,total_incurred_loss,risk_type,currency
1214,10.4,A,EUR
1215,10,A,USD
1216,10.1,A,USD
1217,78.2,A,CNY
1218,10,A,USD
1219,9,A,EUR
1220,12.4,A,USD
1221,82.1,A,CNY
1222,12.4,A,USD
1223,6.3,A,EUR
1224,64.7,A,CNY
1225,54.7,A,CNY
1226,9.1,A,USD
1227,8.3,A,USD
1228,11.4,A,USD
1229,81.3,A,CNY
1230,54.1,A,CNY
1231,9.7,A,USD
1232,59.7,A,CNY
1233,72,A,CNY
1234,7.9,A,EUR
1235,10.9,A,EUR
1236,10.2,A,USD
1237,9.1,A,USD
1238,74.7,A,CNY
1239,62.6,A,CNY
1240,85.5,A,CNY
1241,9.8,A,USD
1242,11.6,A,EUR
1243,81.5,A,CNY
1244,10.3,A,USD
1245,10.5,A,USD
1246,75.9,A,CNY
1247,9,A,EUR
1248,10.7,A,EUR
1249,9.9,A,USD
1250,8.8,A,USD
1251,8.7,A,EUR
1252,10.8,A,EUR
1253,10.6,A,USD
1254,7.6,A,EUR
1255,8.9,A,USD
1256,8.7,A,EUR
1257,12.5,A,USD
1258,10.4,A,USD
1259,70.7,A,CNY
1260,9.6,A,USD
1261,59.3,A,CNY
1262,8.4,A,EUR
1263,8.8,A,EUR
1264,11.1,A,USD
1265,59.6,A,CNY
1266,9.4,A,EUR
1267,9.7,A,USD
1268,9.1,A,USD
1269,9.7,A,USD
1270,9.8,A,USD
1271,11.3,A,EUR
1272,7.5,A,EUR
1273,9.5,A,EUR
1274,80.9,A,CNY
1275,8,A,EUR
1276,12,A,USD
1277,8.3,A,USD
1278,11.8,A,EUR
1279,65.7,A,CNY
1280,10.8,A,USD
1281,10.7,A,USD
1282,11.2,A,USD
1283,9.7,A,USD
1284,9,A,USD
1285,7.7,A,EUR
1286,10.8,A,USD
1287,11.2,A,USD
1288,8.1,A,USD
1289,7.1,A,EUR
1290,7.5,A,USD
1291,9.6,A,USD
1292,73.3,A,CNY
1293,9,A,EUR
1294,62.6,A,CNY
1295,79.3,A,CNY
1296,9.7,A,EUR
1297,9.8,A,USD
1298,8.6,A,USD
1299,11.5,A,USD
1300,8.4,A,USD
1301,10.6,A,USD
1302,11.1,A,EUR
1303,5.5,A,USD
1304,10.6,A,USD
1305,59.9,A,CNY
1306,9.2,A,USD
1307,12.9,A,USD
1308,8,A,USD
1309,9.8,A,USD
1310,11.7,A,USD
1311,12.6,A,USD
1312,8.3,A,USD
1313,11,A,USD
1314,9.4,A,EUR
1315,12.7,A,USD
1316,7.8,A,USD
1317,70,A,CNY
1318,10.6,A,USD
1319,10.2,A,USD
1320,64.8,A,CNY
1321,6.6,A,USD
1322,76.2,A,CNY
1323,6.4,A,EUR
1324,55.5,A,CNY
1325,12.7,A,USD
1326,8.6,A,USD
1327,11.6,A,USD
1328,65.2,A,CNY
1329,10.3,A,USD
1330,10.9,A,USD
1331,8.9,A,EUR
1332,7.8,A,USD
1333,10.5,A,USD
1334,72.5,A,CNY
1335,11.7,A,USD
1336,9.6,A,USD
1337,12.8,A,USD
1338,9.6,A,USD
1339,10.1,A,EUR
1340,8.8,A,EUR
1341,9,A,USD
1342,10.5,A,USD
1343,95.4,A,CNY
1344,72.4,A,CNY
1345,11.5,A,USD
1346,9.7,A,EUR
1347,6.6,A,EUR
1348,8.6,A,EUR
1349,63.9,A,CNY
1350,51.7,A,CNY
1351,11.5,A,USD
1352,9.6,A,USD
1353,10.7,A,USD
1354,9.4,A,USD
1355,9.7,A,USD
1356,64.2,A,CNY
1357,71.5,A,CNY
1358,8.7,A,EUR
1359,50.4,A,CNY
1360,10.4,A,EUR
1361,10.1,A,EUR
1362,9.6,A,USD
1363,80.8,A,CNY
1364,7,A,USD
1365,9.1,A,USD
1366,10.2,A,USD
1367,9.4,A,USD
1368,9.5,A,USD
1369,9.7,A,EUR
1370,10,A,USD
1371,72.8,A,CNY
1372,9,A,USD
1373,84.2,A,CNY
1374,10.7,A,EUR
1375,55.6,A,CNY
1376,11.6,A,USD
1377,78.8,A,CNY
1378,9.4,A,EUR
1379,10.1,A,USD
1380,47.5,A,CNY
1381,10.2,A,EUR
1382,9.2,A,USD
1383,10,A,USD
1384,67.7,A,CNY
1385,10.7,A,USD
1386,73.9,A,CNY
1387,13,A,USD
1388,72.5,A,CNY
1389,10.2,A,EUR
1390,7.5,A,EUR
1391,74.2,A,CNY
1392,12.2,A,USD
1393,9.8,A,USD
1394,9.7,A,EUR
1395,8.9,A,EUR
1396,8,A,USD
1397,10.6,A,EUR
1398,9.9,A,EUR
1399,73.1,A,CNY
1400,9.6,A,USD
1401,52.5,A,CNY
1402,9.5,A,USD
1403,9,A,EUR
1404,7.1,A,EUR
1405,10.3,A,EUR
1406,8.5,A,USD
1407,65.2,A,CNY
1408,68.1,A,CNY
1409,85.2,A,CNY
1410,9.2,A,EUR
1411,9.9,A,USD
1412,11.5,A,EUR
1413,9.8,A,USD
1414,75.1,A,CNY
1415,6.1,A,USD
1416,8.2,A,EUR
1417,11.1,A,USD
1418,11.7,A,USD
1419,9.9,A,EUR
1420,9.1,A,EUR
1421,64.5,A,CNY
1422,60.8,A,CNY
1423,8.5,A,USD
1424,6.9,A,USD
1425,11.1,A,USD
1426,10.5,A,EUR
1427,12.2,A,USD
1428,9.9,A,USD
1429,13.1,A,USD
1430,8.5,A,USD
1431,10.1,A,USD
1432,85.3,A,CNY
1433,11.3,A,USD
1434,9,A,EUR
1435,10.5,A,EUR
1436,11.6,A,USD
1437,10.3,A,EUR
1438,10.1,A,USD
1439,9.6,A,USD
1440,12.5,A,USD
1441,84.7,A,CNY
1442,12.1,A,USD
1443,8.5,A,EUR
1444,7.7,A,USD
1445,57.5,A,CNY
1446,10.7,A,EUR
1447,66,A,CNY
1448,10.2,A,EUR
1449,9.9,A,EUR
1450,8.2,A,USD
1451,9.5,A,USD
1452,9.8,A,USD
1453,10,A,USD
1454,9.4,A,EUR
1455,9.4,A,USD
1456,10.9,A,EUR
1457,82.4,A,CNY
1458,11.3,A,USD
1459,6.4,A,EUR
1460,80.2,A,CNY
1461,10.8,A,USD
1462,7.2,A,EUR
1463,67.6,A,CNY
1464,7.7,A,EUR
1465,9.5,A,EUR
1466,10.2,A,EUR
1467,66.1,A,CNY
1468,13.1,A,USD
1469,10.2,A,USD
1470,12,A,USD
1471,9.2,A,EUR
1472,9.2,A,EUR
1473,10.2,A,USD
1474,10.5,A,USD
1475,8.9,A,USD
1476,55.1,A,CNY
1477,11.1,A,USD
1478,11.8,A,USD
1479,53.6,A,CNY
1480,63.6,A,CNY
1481,8.7,A,USD
1482,72.5,A,CNY
1483,8.3,A,USD
1484,73.4,A,CNY
1485,11.3,A,USD
1486,10,A,USD
1487,11.8,A,USD
1488,10.3,A,USD
1489,79.8,A,CNY
1490,11,A,EUR
1491,59.9,A,CNY
1492,11.1,A,EUR
1493,12.1,A,USD
1494,10.7,A,USD
1495,11.4,A,USD
1496,11.3,A,USD
1497,63.3,A,CNY
1498,10.3,A,USD
1499,8,A,USD
1500,10,A,USD
1501,54.5,A,CNY
1502,8.4,A,USD
1503,60.3,A,CNY
1504,12.8,A,USD
1505,5.9,A,EUR
1506,10.7,A,USD
1507,81.3,A,CNY
1508,9.4,A,EUR
1509,12,A,USD
1510,10.5,A,USD
1511,11.9,A,USD
1512,7.6,A,EUR
1513,7.7,A,USD
1514,10.1,A,EUR
1515,7.4,A,USD
1516,13,A,USD
1517,9.1,A,USD
1518,6.7,A,EUR
1519,63.5,A,CNY
1520,11.5,A,USD
1521,11.1,A,USD
1522,9.9,A,USD
1523,8.3,A,EUR
1524,8.7,A,USD
1525,11.4,A,USD
1526,11.1,A,USD
1527,11.3,A,USD
1528,9.9,A,USD
1529,60,A,CNY
1530,12,A,USD
1531,81.6,A,CNY
1532,55.2,A,CNY
1533,9.3,A,USD
1534,9.5,A,USD
1535,9.3,A,EUR
1536,8.2,A,USD
1537,8.7,A,EUR
1538,9.5,A,EUR
1539,8.9,A,EUR
1540,10.4,A,USD
1541,11.7,A,USD
1542,8.6,A,USD
1543,11.7,A,USD
1544,6.8,A,EUR
1545,7.7,A,EUR
1546,9,A,USD
1547,10.4,A,USD
1548,78.4,A,CNY
1549,11.4,A,USD
1550,10.2,A,USD
1551,9.1,A,USD
1552,7.3,A,EUR
1553,76.6,A,CNY
1554,11.6,A,USD
1555,7.2,A,EUR
1556,61.2,A,CNY
1557,9.6,A,USD
1558,8.7,A,USD
1559,9.9,A,EUR
1560,9.1,A,USD
1561,13.7,A,USD
1562,60.6,A,CNY
1563,11.3,A,USD
1564,10.2,A,USD
1565,9.4,A,USD
1566,74.5,A,CNY
1567,84.6,A,CNY
1568,9.2,A,USD
1569,66.4,A,CNY
1570,8,A,EUR
1571,10,A,USD
1572,79.3,A,CNY
1573,10.7,A,USD
1574,11,A,USD
1575,10,A,USD
1576,69.9,A,CNY
1577,10.5,A,USD
1578,7.8,A,USD
1579,70,A,CNY
1580,59.5,A,CNY
1581,6.1,A,EUR
1582,63.2,A,CNY
1583,67.4,A,CNY
1584,81.5,A,CNY
1585,72.1,A,CNY
1586,9,A,EUR
1587,9.1,A,USD
1588,58.8,A,CNY
1589,9.7,A,EUR
1590,12,A,USD
1591,68.1,A,CNY
1592,7.1,A,USD
1593,62,A,CNY
1594,8.8,A,USD
1595,9,A,USD
1596,10,A,USD
1597,67,A,CNY
1598,10.3,A,USD
1599,8.8,A,EUR
1600,10.1,A,USD
1601,10.3,A,USD
1602,10.4,A,USD
1603,9.7,A,EUR
1604,11.2,A,EUR
1605,11.9,A,USD
1606,7.6,A,EUR
1607,10.6,A,USD
1608,11.3,A,USD
1609,11.7,A,USD
1610,8.5,A,USD
1611,12,A,USD
1612,9.8,A,EUR
1613,8.9,A,EUR
1614,8.5,A,EUR
1615,9.8,A,USD
1616,8.7,A,EUR
1617,13,A,USD
1618,9.9,A,USD
1619,10,A,EUR
1620,67.2,A,CNY
1621,9.2,A,EUR
1622,7.9,A,USD
1623,11.1,A,USD
1624,10,A,USD
1625,9.2,A,EUR
1626,11.2,A,EUR
1627,9,A,USD
1628,79.8,A,CNY
1629,11.7,A,USD
1630,8.2,A,USD
1631,75,A,CNY
1632,9.2,A,USD
1633,59.5,A,CNY
1634,6.9,A,USD
1635,55.5,A,CNY
1636,12.1,A,EUR
1637,74.1,A,CNY
1638,8.8,A,USD
1639,9.3,A,EUR
1640,10.4,A,USD
1641,10.9,A,USD
1642,10.8,A,USD
1643,77.3,A,CNY
1644,7.7,A,USD
1645,53.1,A,CNY
1646,76.9,A,CNY
1647,9.1,A,EUR
1648,12.7,A,USD
1649,10.9,A,USD
1650,11.9,A,USD
1651,9.4,A,EUR
1652,10.3,A,EUR
1653,64.2,A,CNY
1654,9.9,A,EUR
1655,10,A,USD
1656,8.3,A,EUR
1657,9.2,A,USD
1658,9.6,A,USD
1659,9.7,A,USD
1660,7.7,A,USD
1661,9.5,A,EUR
1662,11.3,A,USD
1663,9.5,A,USD
1664,9.1,A,USD
1665,10.4,A,USD
1666,6.3,A,USD
1667,9.5,A,USD
1668,10,A,EUR
1669,88.4,A,CNY
1670,10.2,A,USD
1671,8.2,A,USD
1672,9.7,A,USD
1673,10.3,A,USD
1674,9.8,A,EUR
1675,11.4,A,EUR
1676,11.2,A,USD
1677,10.6,A,USD
1678,59.6,A,CNY
1679,8.8,A,USD
1680,10.4,A,USD
1681,8.5,A,EUR
1682,9.7,A,EUR
1683,61.1,A,CNY
1684,8.5,A,USD
1685,9.1,A,USD
1686,10.5,A,USD
1687,10.2,A,USD
1688,68.8,A,CNY
1689,10.9,A,USD
1690,9.9,A,USD
1691,9.5,A,EUR
1692,7.4,A,USD
1693,11.3,A,USD
1694,11.3,A,USD
1695,67.5,A,CNY
1696,58.3,A,CNY
1697,11.1,A,USD
1698,11.4,A,USD
1699,53.7,A,CNY
1700,81.1,A,CNY
1701,50.1,A,CNY
1702,66,A,CNY
1703,8.8,A,EUR
1704,59.9,A,CNY
1705,10.3,A,USD
1706,4.7,A,EUR
1707,8.8,A,EUR
1708,10.4,A,USD
1709,8,A,USD
1710,10.7,A,EUR
1711,62.8,A,CNY
1712,64.2,A,CNY
1713,10.9,A,USD
1714,8.7,A,EUR
1715,9.4,A,USD
1716,11.2,A,USD
1717,10.9,A,EUR
1718,54.2,A,CNY
1719,11.5,A,USD
1720,6.7,A,EUR
1721,73.8,A,CNY
1722,67.2,A,CNY
1723,8.4,A,EUR
1724,50.5,A,CNY
1725,8.2,A,USD
1726,7.3,A,EUR
1727,52,A,CNY
1728,9.3,A,EUR
1729,58.1,A,CNY
1730,9.8,A,USD
1731,10.7,A,EUR
1732,9.3,A,USD
1733,8.4,A,USD
1734,9.3,A,USD
1735,12.5,A,USD
1736,9.7,A,USD
1737,8.7,A,EUR
1738,9.2,A,EUR
1739,9.2,A,EUR
1740,9.8,A,USD
1741,7.2,A,EUR
1742,62.1,A,CNY
1743,58.7,A,CNY
1744,12.2,A,USD
1745,7.6,A,USD
1746,7.7,A,USD
1747,67.6,A,CNY
1748,13.2,A,USD
1749,8.5,A,EUR
1750,6.6,A,USD
1751,65.8,A,CNY
1752,83,A,CNY
1753,11.4,A,USD
1754,7.2,A,USD
1755,7.9,A,USD
1756,9.2,A,EUR
1757,8.3,A,USD
1758,10.1,A,EUR
1759,66.9,A,CNY
1760,8.9,A,EUR
1761,9.8,A,USD
1762,8.4,A,EUR
1763,8.9,A,USD
1764,11.5,A,USD
1765,60.1,A,CNY
1766,7.3,A,USD
1767,10.1,A,EUR
1768,8.1,A,USD
1769,11.9,A,USD
1770,12.4,A,USD
1771,72.9,A,CNY
1772,8,A,EUR
1773,10.9,A,USD
1774,71.4,A,CNY
1775,11,A,EUR
1776,10,A,USD
1777,54,A,CNY
1778,11.1,A,USD
1779,12.9,A,USD
1780,13.2,A,USD
1781,9.5,A,USD
1782,71.1,A,CNY
1783,13.6,A,USD
1784,67,A,CNY
1785,54.8,A,CNY
1786,9.1,A,EUR
1787,8.4,A,EUR
1788,11.4,A,USD
1789,6.4,A,EUR
1790,10.9,A,USD
1791,10.7,A,USD
1792,13.2,A,USD
1793,66.7,A,CNY
1794,6.8,A,USD
1795,10.5,A,USD
1796,11.2,A,EUR
1797,7.5,A,EUR
1798,60.6,A,CNY
1799,73.6,A,CNY
1800,7.1,A,EUR
1801,8.8,A,USD
1802,8.8,A,USD
1803,9.7,A,USD
1804,83,A,CNY
1805,8.4,A,EUR
1806,9.6,A,USD
1807,9.5,A,EUR
1808,10.4,A,USD
1809,75.2,A,CNY
1810,10.4,A,EUR
1811,11.9,A,USD
1812,9.2,A,USD
1813,10.3,A,EUR
1814,11.2,A,USD
1815,9.7,A,USD
1816,12.3,A,USD
1817,8.1,A,EUR
1818,10.4,A,USD
1819,72.6,A,CNY
1820,9.9,A,USD
1821,9.2,A,EUR
1822,11.5,A,USD
1823,8.3,A,USD
1824,7.3,A,USD
1825,11,A,USD
1826,9.7,A,USD
1827,8.6,A,USD
1828,10.3,A,EUR
1829,9,A,USD
1830,9.6,A,EUR
1831,9.8,A,USD
1832,9.7,A,USD
1833,60,A,CNY
1834,7.7,A,EUR
1835,8.9,A,EUR
1836,9.4,A,USD
1837,10.1,A,USD
1838,8.4,A,EUR
1839,11.9,A,USD
1840,71.6,A,CNY
1841,7.9,A,USD
1842,89.2,A,CNY
1843,8.5,A,EUR
1844,77.2,A,CNY
1845,9.2,A,EUR
1846,7.3,A,EUR
1847,8.3,A,EUR
1848,10.7,A,EUR
1849,10.1,A,USD
1850,67.4,A,CNY
1851,8.8,A,EUR
1852,8.9,A,EUR
1853,9.7,A,USD
1854,10,A,USD
1855,74.8,A,CNY
1856,9.6,A,EUR
1857,10,A,USD
1858,12.2,A,USD
1859,9.2,A,EUR
1860,11.6,A,USD
1861,7.1,A,USD
1862,7.5,A,EUR
1863,8.3,A,EUR
1864,8.8,A,USD
1865,65.8,A,CNY
1866,13,A,USD
1867,10.7,A,EUR
1868,61.2,A,CNY
1869,67.2,A,CNY
1870,69.1,A,CNY
1871,11.9,A,USD
1872,84.7,A,CNY
1873,78.8,A,CNY
1874,64.8,A,CNY
1875,68.1,A,CNY
1876,10.3,A,USD
1877,12.5,A,USD
1878,9.6,A,USD
1879,12.4,A,USD
1880,81.5,A,CNY
1881,9.2,A,EUR
1882,9.5,A,EUR
1883,10.3,A,USD
1884,10.1,A,USD
1885,10.4,A,EUR
1886,8.3,A,EUR
1887,9.5,A,USD
1888,11.2,A,EUR
1889,10.1,A,USD
1890,10.2,A,EUR
1891,12.6,A,USD
1892,11.9,A,USD
1893,7,A,EUR
1894,85.6,A,CNY
1895,13.2,A,USD
1896,8,A,EUR
1897,11.6,A,USD
1898,12,A,EUR
1899,7.1,A,USD
1900,10.7,A,USD
1901,76.5,A,CNY
1902,10.1,A,USD
1903,11,A,USD
1904,9.2,A,USD
1905,8.3,A,USD
1906,73.5,A,CNY
1907,7.8,A,USD
1908,10.7,A,USD
1909,73.6,A,CNY
1910,7.7,A,USD
1911,8.4,A,EUR
1912,12.4,A,USD
1913,6.7,A,USD
1914,8.6,A,EUR
1915,10.6,A,USD
1916,8.1,A,USD
1917,10.5,A,USD
1918,10.6,A,USD
1919,7.4,A,USD
1920,9.7,A,USD
1921,63.8,A,CNY
1922,74.1,A,CNY
1923,7.5,A,USD
1924,47.6,A,CNY
1925,12.3,A,USD
1926,57,A,CNY
1927,11,A,USD
1928,9.8,A,USD
1929,7.7,A,EUR
1930,58.5,A,CNY
1931,9.9,A,USD
1932,86.4,A,CNY
1933,9,A,USD
1934,7.6,A,EUR
1935,9.9,A,USD
1936,68.3,A,CNY
1937,9.7,A,USD
1938,77.6,A,CNY
1939,9.7,A,USD
1940,9.6,A,USD
1941,10.2,A,USD
1942,8.8,A,EUR
1943,11.7,A,USD
1944,9,A,EUR
1945,78.2,A,CNY
1946,62.8,A,CNY
1947,9.3,A,USD
1948,9.5,A,USD
1949,60,A,CNY
1950,80.7,A,CNY
1951,8.6,A,USD
1952,10,A,EUR
1953,67,A,CNY
1954,11.9,A,USD
1955,7.3,A,EUR
1956,10.8,A,USD
1957,10.8,A,USD
1958,74.1,A,CNY
1959,77.2,A,CNY
1960,7.7,A,EUR
1961,10.1,A,USD
1962,66.2,A,CNY
1963,8,A,USD
1964,12.3,A,USD
1965,63.1,A,CNY
1966,9.2,A,EUR
1967,86.1,A,CNY
1968,47.2,A,CNY
1969,82.1,A,CNY
1970,63,A,CNY
1971,12.7,A,USD
1972,8.7,A,USD
1973,8.2,A,USD
1974,8.8,A,USD
1975,94.1,A,CNY
1976,46.7,A,CNY
1977,71,A,CNY
1978,10.1,A,USD
1979,10.2,A,EUR
1980,7.2,A,USD
1981,9.7,A,USD
1982,44.5,A,CNY
1983,8.5,A,EUR
1984,70.6,A,CNY
1985,73.9,A,CNY
1986,9.9,A,USD
1987,10.2,A,EUR
1988,7.8,A,EUR
1989,10.3,A,EUR
1990,57.5,A,CNY
1991,76,A,CNY
1992,9.7,A,USD
1993,74,A,CNY
1994,12.8,A,USD
1995,12,A,USD
1996,11,A,USD
1997,10.1,A,USD
1998,7.6,A,USD
1999,8.1,A,EUR
2000,7,A,EUR
2001,47.6,A,CNY
2002,10.7,A,USD
2003,53.7,A,CNY
2004,49,A,CNY
2005,48.8,A,CNY
2006,67.5,A,CNY
2007,8.7,A,USD
2008,8.5,A,EUR
2009,10.3,A,USD
2010,10.4,A,USD
2011,69.6,A,CNY
2012,9.8,A,USD
2013,67.4,A,CNY
2014,7.9,A,USD
2015,10.2,A,EUR
2016,56.7,A,CNY
2017,7,A,EUR
2018,12.2,A,USD
2019,63.7,A,CNY
2020,10.1,A,USD
2021,8.6,A,USD
2022,65.2,A,CNY
2023,66.3,A,CNY
2024,9.4,A,EUR
2025,8.8,A,USD
2026,55.5,A,CNY
2027,92.4,A,CNY
2028,8.8,A,USD
2029,10.8,A,USD
2030,71.6,A,CNY
2031,12.5,A,USD
2032,70.4,A,CNY
2033,10,A,EUR
2034,9.1,A,EUR
2035,7.8,A,EUR
2036,9.4,A,USD
2037,10.4,A,EUR
2038,10.5,A,USD
2039,11.1,A,USD
2040,8.9,A,USD
2041,12.2,A,USD
2042,11.5,A,USD
2043,72.5,A,CNY
2044,11.5,A,USD
2045,7.4,A,EUR
2046,10.3,A,USD
2047,11.2,A,EUR
2048,7.6,A,EUR
2049,8.2,A,USD
2050,11.2,A,USD
2051,83.6,A,CNY
2052,9.6,A,USD
2053,75.4,A,CNY
2054,9.3,A,USD
2055,10.3,A,USD
2056,9.7,A,USD
2057,9.9,A,USD
2058,71.9,A,CNY
2059,8.7,A,USD
2060,65.6,A,CNY
2061,11.8,A,USD
2062,53.2,A,CNY
2063,11.6,A,USD
2064,9.6,A,USD
2065,65.7,A,CNY
2066,9.2,A,USD
2067,11.1,A,USD
2068,60.7,A,CNY
2069,9.9,A,EUR
2070,76.9,A,CNY
2071,85.3,A,CNY
2072,9,A,EUR
2073,9.7,A,USD
2074,88,A,CNY
2075,10.7,A,USD
2076,77.4,A,CNY
2077,63.5,A,CNY
2078,64.8,A,CNY
2079,72.9,A,CNY
2080,75.1,A,CNY
2081,66.2,A,CNY
2082,10.7,A,EUR
2083,8,A,EUR
2084,11.2,A,USD
2085,9.5,A,USD
2086,10.6,A,USD
2087,10.4,A,USD
2088,10.4,A,USD
2089,10.7,A,USD
2090,9.3,A,USD
2091,9.9,A,EUR
2092,8.3,A,USD
2093,9.5,A,EUR
2094,9.4,A,USD
2095,9.7,A,USD
2096,11.5,A,USD
2097,62.5,A,CNY
2098,11.8,A,USD
2099,11.7,A,USD
2100,11.3,A,USD
2101,10.2,A,USD
2102,70.3,A,CNY
2103,11.1,A,USD
2104,11,A,USD
2105,66.7,A,CNY
2106,7.4,A,EUR
2107,67.9,A,CNY
2108,8.5,A,USD
2109,8.2,A,USD
2110,10.9,A,USD
2111,10.1,A,USD
2112,11.5,A,USD
2113,11.6,A,USD
2114,11,A,USD
2115,8.7,A,EUR
2116,8.2,A,EUR
2117,60,A,CNY
2118,10.2,A,USD
2119,11.4,A,USD
2120,11,A,EUR
2121,10.1,A,USD
2122,71.4,A,CNY
2123,66,A,CNY
2124,8.7,A,EUR
2125,10.4,A,USD
2126,10.1,A,USD
2127,69.1,A,CNY
2128,73.6,A,CNY
2129,8.6,A,USD
2130,69,A,CNY
2131,63.2,A,CNY
2132,8.5,A,USD
2133,10.9,A,USD
2134,7.7,A,EUR
2135,9,A,EUR
2136,8.9,A,USD
2137,11.5,A,USD
2138,80.4,A,CNY
2139,56.3,A,CNY
2140,10.7,A,USD
2141,72.7,A,CNY
2142,6.8,A,EUR
2143,11,A,EUR
2144,9.9,A,USD
2145,67.8,A,CNY
2146,54.3,A,CNY
2147,49,A,CNY
2148,71.2,A,CNY
2149,10.3,A,USD
2150,65.6,A,CNY
2151,11,A,USD
2152,8.9,A,EUR
2153,9.3,A,EUR
2154,10.4,A,USD
2155,68.2,A,CNY
2156,80.2,A,CNY
2157,10.7,A,USD
2158,13.2,A,USD
2159,10.1,A,USD
2160,80.8,A,CNY
2161,9,A,USD
2162,61.4,A,CNY
2163,8.2,A,EUR
2164,11.2,A,EUR
2165,5.9,A,EUR
2166,9.8,A,USD
2167,10.1,A,USD
2168,9.3,A,USD
2169,9.9,A,USD
2170,10.6,A,USD
2171,55.5,A,CNY
2172,12.1,A,USD
2173,8.6,A,EUR
2174,11.9,A,EUR
2175,85.1,A,CNY
2176,8.5,A,USD
2177,10.8,A,EUR
2178,9.6,A,EUR
2179,9.8,A,EUR
2180,10.4,A,EUR
2181,11.8,A,USD
2182,10.5,A,USD
2183,6.7,A,EUR
2184,9.8,A,USD
2185,10.1,A,EUR
2186,11.8,A,USD
2187,10.1,A,USD
2188,9,A,EUR
2189,10.1,A,USD
2190,8.6,A,USD
2191,63.1,A,CNY
2192,7.6,A,USD
2193,12.8,A,USD
2194,11.1,A,USD
2195,10.3,A,USD
2196,65.9,A,CNY
2197,9.1,A,EUR
2198,10,A,EUR
2199,9.7,A,EUR
2200,9.2,A,USD
2201,6.4,A,USD
2202,9.7,A,USD
2203,12,A,USD
2204,10,A,EUR
2205,10,A,USD
2206,73.6,A,CNY
2207,12,A,USD
2208,9,A,USD
2209,11.2,A,USD
2210,73.4,A,CNY
2211,80.6,A,CNY
2212,7.9,A,EUR
2213,9.7,A,EUR
2214,11.9,A,USD
2215,10.4,A,USD
2216,9,A,USD
2217,60.1,A,CNY
2218,8.9,A,EUR
2219,11.2,A,USD
2220,71.5,A,CNY
2221,10.9,A,USD
2222,8.5,A,EUR
2223,8.6,A,USD
2224,86,A,CNY
2225,9.4,A,USD
2226,7.2,A,USD
2227,9.2,A,USD
2228,12.6,A,USD
2229,9.2,A,USD
2230,74.5,A,CNY
2231,10.2,A,USD
2232,11.2,A,USD
2233,11.4,A,EUR
2234,9.7,A,USD
2235,9.5,A,USD
2236,7.2,A,EUR
2237,11.4,A,USD
2238,8.4,A,EUR
2239,10.6,A,EUR
2240,63.8,A,CNY
2241,9.5,A,USD
2242,62.8,A,CNY
2243,11,A,EUR
2244,11.6,A,USD
2245,10,A,EUR
2246,9.3,A,USD
2247,59.9,A,CNY
2248,64.9,A,CNY
2249,10.5,A,USD
2250,10.9,A,USD
2251,70.4,A,CNY
2252,75.7,A,CNY
2253,11.3,A,USD
2254,60.9,A,CNY
2255,12.8,A,USD
2256,10.7,A,EUR
2257,61.3,A,CNY
2258,12.8,A,USD
2259,9.2,A,EUR
2260,8.8,A,EUR
2261,10.2,A,USD
2262,62.9,A,CNY
2263,12.3,A,USD
2264,75.4,A,CNY
2265,9.1,A,EUR
2266,10.5,A,USD
2267,9.9,A,USD
2268,12.1,A,EUR
2269,79.4,A,CNY
2270,11.2,A,EUR
2271,11,A,USD
2272,7.9,A,USD
2273,71.6,A,CNY
2274,9.3,A,EUR
2275,12,A,USD
2276,8.1,A,EUR
2277,7.1,A,EUR
2278,8.4,A,EUR
2279,10,A,USD
2280,63.5,A,CNY
2281,8.5,A,USD
2282,10.4,A,USD
2283,10,A,USD
2284,9.8,A,EUR
2285,9.5,A,USD
2286,11.8,A,USD
2287,9.7,A,EUR
2288,73.9,A,CNY
2289,77.8,A,CNY
2290,11.2,A,USD
2291,11.2,A,USD
2292,10.4,A,USD
2293,58.8,A,CNY
2294,65.4,A,CNY
2295,10.8,A,EUR
2296,8.9,A,USD
2297,58.9,A,CNY
2298,11.5,A,USD
2299,6.9,A,EUR
2300,8.6,A,USD
2301,11.2,A,USD
2302,8.2,A,EUR
2303,54.8,A,CNY
2304,8.7,A,USD
2305,8.6,A,USD
2306,9,A,EUR
2307,8.8,A,USD
2308,12.3,A,USD
2309,9.7,A,EUR
2310,8.6,A,USD
2311,11.1,A,USD
2312,8.8,A,EUR
2313,8.6,A,EUR
2314,79.6,A,CNY
2315,10.2,A,USD
2316,10.3,A,USD
2317,10.3,A,USD
2318,71.4,A,CNY
2319,9.3,A,EUR
2320,72.5,A,CNY
2321,8,A,EUR
2322,11,A,USD
2323,9.5,A,USD
2324,7.8,A,EUR
2325,11.2,A,USD
2326,9,A,USD
2327,8,A,USD
2328,76.9,A,CNY
2329,70.1,A,CNY
2330,59.6,A,CNY
2331,12.1,A,USD
2332,10.3,A,USD
2333,72.7,A,CNY
2334,60.2,A,CNY
2335,9.6,A,USD
2336,8.5,A,USD
2337,9.1,A,EUR
2338,12,A,USD
2339,67,A,CNY
2340,9,A,USD
2341,8.8,A,USD
2342,7.5,A,EUR
2343,9.8,A,USD
2344,11.7,A,USD
2345,77.7,A,CNY
2346,8,A,EUR
2347,64.5,A,CNY
2348,6.7,A,USD
2349,11,A,USD
2350,9.4,A,EUR
2351,9.9,A,USD
2352,8,A,EUR
